,Composition,Synth. Probability,Half Heusler (F-43m),Experimental Structure,Electron Count,Label
928,CeAlSi,0.003,0.4991977,[LaPtSi],10,Other non-HH Prototype
393,TmPtSi,0.002,0.307341332,MgSrSi (Pnma),29,Common non-HH Prototype
536,ScCoSi,0.002,0.390134162,MgSrSi (Pnma),16,Common non-HH Prototype
479,CeCdTl,0.002,0.1292199,AsHgK (P63/mmc),18,Common non-HH Prototype
352,NbCrSi,0.002,0.667439771,MoNiP (P-62m),15,Common non-HH Prototype
394,CeAlGa,0.002,0.255594777,[AlB2],9,Other non-HH Prototype
489,ZrOsSi,0.002,0.596057639,MgSrSi (Pnma),16,Common non-HH Prototype
1190,PrNiGa,0.002,0.207255466,[HoNiGa],18,Other non-HH Prototype
978,LaRhSn,0.002,0.207810626,MoNiP (P-62m),16,Common non-HH Prototype
485,GdMgPt,0.002,0.134492627,MoNiP (P-62m),21,Common non-HH Prototype
427,ZrCoAl,0.002,0.290578069,[MgZn2],16,Other non-HH Prototype
335,LuPtSi,0.002,0.284998249,MgSrSi (Pnma),17,Common non-HH Prototype
1617,CeAuZn,0.002,0.199060964,MgSrSi (Pnma),26,Common non-HH Prototype
511,CeMgSi,0.002,0.169296906,phase_separating,15,Phase Separating
1686,LuRuSi,0.002,0.503807178,MgSrSi (Pnma),15,Common non-HH Prototype
423,ZrNbSi,0.002,0.504160246,[MgZn2],13,Other non-HH Prototype
374,ZrMnSi,0.002,0.504725002,MgSrSi (Pnma),15,Common non-HH Prototype
1684,DyZnIn,0.002,0.072661493,AsHgK (P63/mmc),27,Common non-HH Prototype
508,ErCrB,0.002,0.662238912,phase_separating,23,Phase Separating
507,MgYGa,0.002,0.146782304,MoNiP (P-62m),14,Common non-HH Prototype
503,ErZnIn,0.002,0.075399808,AsHgK (P63/mmc),29,Common non-HH Prototype
1635,HoRhZn,0.002,0.214373813,MgSrSi (Pnma),34,Common non-HH Prototype
527,ZrNiSi,0.002,0.110744807,MgSrSi (Pnma),18,Common non-HH Prototype
529,EuPtCd,0.002,0.122515453,MgSrSi (Pnma),31,Common non-HH Prototype
1556,TmIrAl,0.002,0.283487146,MgSrSi (Pnma),27,Common non-HH Prototype
438,TmRuSi,0.002,0.516903001,MgSrSi (Pnma),27,Common non-HH Prototype
1575,CeMgPt,0.002,0.161267434,MoNiP (P-62m),21,Common non-HH Prototype
407,YReSi,0.002,0.709113424,phase_separating,14,Phase Separating
441,TbRhZn,0.002,0.216089699,MgSrSi (Pnma),32,Common non-HH Prototype
532,SmPdTl,0.002,0.135440601,MoNiP (P-62m),27,Common non-HH Prototype
976,TiIrSi,0.002,0.240126833,MgSrSi (Pnma),17,Common non-HH Prototype
1904,DyPdZn,0.002,0.186598674,MoNiP (P-62m),40,Common non-HH Prototype
1866,NdMgGa,0.002,0.119012979,MoNiP (P-62m),17,Common non-HH Prototype
1437,NdScGe,0.002,0.210971292,[La2Sb],13,Other non-HH Prototype
1129,DyNiIn,0.002,0.15886856,MoNiP (P-62m),25,Common non-HH Prototype
1405,LuMnSi,0.002,0.438661503,MgSrSi (Pnma),14,Common non-HH Prototype
1247,EuPdCd,0.002,0.122865032,MgSrSi (Pnma),37,Common non-HH Prototype
650,TmRhAl,0.002,0.268903216,MgSrSi (Pnma),27,Common non-HH Prototype
1464,HfMnSi,0.002,0.544479497,MgSrSi (Pnma),15,Common non-HH Prototype
1834,DyCuIn,0.002,0.110999678,MoNiP (P-62m),26,Common non-HH Prototype
1285,DyZnGa,0.002,0.172542697,AsHgK (P63/mmc),27,Common non-HH Prototype
271,YRhGe,0.002,0.335823133,MgSrSi (Pnma),16,Common non-HH Prototype
131,NdPdIn,0.002,0.17048636,MoNiP (P-62m),25,Common non-HH Prototype
258,LaMgRh,0.002,0.175769702,[LaNiAl],20,Other non-HH Prototype
673,ErAgSi,0.002,0.194198391,MoNiP (P-62m),29,Common non-HH Prototype
685,YZnSi,0.002,0.339475404,[AlB2],19,Other non-HH Prototype
211,LuCoSi,0.002,0.399775393,MgSrSi (Pnma),16,Common non-HH Prototype
247,GdScSi,0.002,0.17194594,[La2Sb],10,Other non-HH Prototype
278,NdPtGa,0.002,0.250502617,MgSrSi (Pnma),19,Common non-HH Prototype
1383,LuIrSi,0.002,0.461185774,MgSrSi (Pnma),16,Common non-HH Prototype
1774,SmCdTl,0.002,0.124030327,AsHgK (P63/mmc),23,Common non-HH Prototype
1843,ErMnSi,0.002,0.426982923,MgSrSi (Pnma),25,Common non-HH Prototype
1772,YMnGe,0.002,0.41168868,MgSrSi (Pnma),14,Common non-HH Prototype
904,ErCuAl,0.002,0.21337637,MoNiP (P-62m),28,Common non-HH Prototype
151,TmCuSi,0.002,0.15099766,AsHgK (P63/mmc),30,Common non-HH Prototype
1390,LaIrGe,0.002,0.348519984,[LaPtSi],16,Other non-HH Prototype
26,ScCoB,0.002,0.51544261,phase_separating,15,Phase Separating
738,TbCuIn,0.002,0.108662586,MoNiP (P-62m),25,Common non-HH Prototype
1397,PrRhGa,0.002,0.256600787,MgSrSi (Pnma),17,Common non-HH Prototype
881,NbIrSi,0.002,0.147358873,MgSrSi (Pnma),18,Common non-HH Prototype
731,EuRhIn,0.002,0.160152392,MgSrSi (Pnma),21,Common non-HH Prototype
879,HoNiSi,0.002,0.289473148,MgSrSi (Pnma),27,Common non-HH Prototype
1244,ErPtGe,0.002,0.190618405,MgSrSi (Pnma),28,Common non-HH Prototype
1906,PrCdTl,0.002,0.127512798,AsHgK (P63/mmc),20,Common non-HH Prototype
628,CaMnGe,0.002,0.405450998,[PbClF],19,Other non-HH Prototype
169,MgYRh,0.002,0.174743723,MgSrSi (Pnma),20,Common non-HH Prototype
568,TbMnGe,0.002,0.374807456,MgSrSi (Pnma),22,Common non-HH Prototype
1865,SmZnTl,0.002,0.06759477,AsHgK (P63/mmc),23,Common non-HH Prototype
818,LuCoGe,0.002,0.304177915,MgSrSi (Pnma),16,Common non-HH Prototype
575,NbMoSi,0.002,0.658492174,phase_separating,15,Phase Separating
1517,NbRhSi,0.002,0.237362294,MgSrSi (Pnma),18,Common non-HH Prototype
813,HoZnIn,0.002,0.074168152,AsHgK (P63/mmc),28,Common non-HH Prototype
585,CeMgPd,0.002,0.172827686,MoNiP (P-62m),27,Common non-HH Prototype
593,TmMnSi,0.002,0.43209141,MgSrSi (Pnma),26,Common non-HH Prototype
811,SmCrB,0.002,0.808675874,phase_separating,17,Phase Separating
1505,DyAgSi,0.002,0.191886422,MoNiP (P-62m),27,Common non-HH Prototype
936,TaRuSi,0.002,0.35503036,[TiFeSi],17,Other non-HH Prototype
1856,DyIrGa,0.002,0.25245345,MgSrSi (Pnma),24,Common non-HH Prototype
1235,NbPdSi,0.002,0.479907259,MgSrSi (Pnma),25,Common non-HH Prototype
226,YAgGe,0.002,0.154922568,MoNiP (P-62m),18,Common non-HH Prototype
853,PrZnIn,0.002,0.061969818,AsHgK (P63/mmc),20,Common non-HH Prototype
200,TmAgSi,0.002,0.195383699,MoNiP (P-62m),30,Common non-HH Prototype
790,GdFeCo,0.002,0.426584619,[Laves(cub)#MgCu2],20,Other non-HH Prototype
280,HfMoB,0.002,0.50284578,phase_separating,13,Phase Separating
621,LuCuSi,0.002,0.138011494,AsHgK (P63/mmc),18,Common non-HH Prototype
776,HfTiSi,0.002,0.465085706,phase_separating,12,Phase Separating
1858,HoZnSi,0.002,0.330230329,[AlB2],29,Other non-HH Prototype
1347,ZrVCo,0.002,0.494473794,[MgZn2],18,Other non-HH Prototype
792,TaCoSi,0.002,0.092040538,MgSrSi (Pnma),18,Common non-HH Prototype
208,SmFeCu,0.001,0.536916087,[MgZn2],27,Other non-HH Prototype
357,EuMgPt,0.001,0.180135297,MgSrSi (Pnma),27,Common non-HH Prototype
36,SmMgIn,0.001,0.18667452,MoNiP (P-62m),19,Common non-HH Prototype
198,HfCrSi,0.001,0.634521004,MgSrSi (Pnma),14,Common non-HH Prototype
1668,CeNdSi,0.001,0.097830995,phase_separating,13,Phase Separating
193,TmIrSi,0.001,0.478263905,MgSrSi (Pnma),28,Common non-HH Prototype
1818,PrMgRh,0.001,0.183552662,MgSrSi (Pnma),22,Common non-HH Prototype
1810,NbCoB,0.001,0.423405147,[NbCoB],17,Other non-HH Prototype
1787,EuMgSi,0.001,0.116400442,MgSrSi (Pnma),21,Common non-HH Prototype
1820,PrAlSi,0.001,0.487008028,[ThSi2],12,Other non-HH Prototype
165,HoIrGa,0.001,0.246931172,MgSrSi (Pnma),25,Common non-HH Prototype
1785,SmPtAl,0.001,0.304769397,MgSrSi (Pnma),21,Common non-HH Prototype
386,SmPdZn,0.001,0.185311537,MoNiP (P-62m),36,Common non-HH Prototype
90,SmCoB,0.001,0.749852792,phase_separating,20,Phase Separating
145,PrNiIn,0.001,0.146428164,MoNiP (P-62m),18,Common non-HH Prototype
17,PrCoNi,0.001,0.525814552,[Laves(cub)#MgCu2],24,Other non-HH Prototype
1688,EuAgGa,0.001,0.277702953,[KHg2],23,Other non-HH Prototype
1727,YbIrGe,0.001,0.372815264,MgSrSi (Pnma),29,Common non-HH Prototype
282,SrMgPd,0.001,0.185522287,MgSrSi (Pnma),32,Common non-HH Prototype
1725,DyRhGe,0.001,0.315817009,MgSrSi (Pnma),25,Common non-HH Prototype
285,TbPtGe,0.001,0.221982478,MgSrSi (Pnma),25,Common non-HH Prototype
288,BaCdGe,0.001,0.125242972,AsHgK (P63/mmc),24,Common non-HH Prototype
1923,HoAgGe,0.001,0.15506454,MoNiP (P-62m),28,Common non-HH Prototype
1719,PrIrSn,0.001,0.225494187,MoNiP (P-62m),18,Common non-HH Prototype
1691,PrPdZn,0.001,0.191648527,MoNiP (P-62m),33,Common non-HH Prototype
1716,ErRhGe,0.001,0.305181703,MgSrSi (Pnma),27,Common non-HH Prototype
1860,TmAlSi,0.001,0.436610237,[YAlGe],22,Other non-HH Prototype
303,DyIrIn,0.001,0.130696829,MoNiP (P-62m),24,Common non-HH Prototype
105,TmIrGe,0.001,0.316590923,MgSrSi (Pnma),28,Common non-HH Prototype
316,ZrTaSi,0.001,0.571729135,[MgZn2],13,Other non-HH Prototype
1705,ZrIrSi,0.001,0.378705477,MgSrSi (Pnma),17,Common non-HH Prototype
1685,CeAuCd,0.001,0.128951151,MoNiP (P-62m),26,Common non-HH Prototype
273,CeRhGa,0.001,0.262007198,MgSrSi (Pnma),15,Common non-HH Prototype
356,NdRhGa,0.001,0.251230173,MgSrSi (Pnma),18,Common non-HH Prototype
1893,GdCuIn,0.001,0.105405841,MoNiP (P-62m),17,Common non-HH Prototype
29,YNiB,0.001,0.598066009,phase_separating,16,Phase Separating
232,ZrRuSi,0.001,0.545993749,MoNiP (P-62m),16,Common non-HH Prototype
3,PrPdAl,0.001,0.282858504,MoNiP (P-62m),24,Common non-HH Prototype
1760,LaCuGe,0.001,0.14547718,[SmNiSb],18,Other non-HH Prototype
237,TmFeAl,0.001,0.406035897,[MgZn2],26,Other non-HH Prototype
66,CaNiGe,0.001,0.335784058,[PbClF],22,Other non-HH Prototype
55,GdCuCd,0.001,0.162424921,MoNiP (P-62m),26,Common non-HH Prototype
1755,ErAgGe,0.001,0.154431084,MoNiP (P-62m),29,Common non-HH Prototype
1922,SmMnGe,0.001,0.413118067,MgSrSi (Pnma),19,Common non-HH Prototype
1844,CeIrIn,0.001,0.174807763,MoNiP (P-62m),15,Common non-HH Prototype
1925,PrMgPt,0.001,0.157098827,MoNiP (P-62m),23,Common non-HH Prototype
1678,PrIrAl,0.001,0.349260062,MgSrSi (Pnma),17,Common non-HH Prototype
139,LaPdCd,0.001,0.130531729,MoNiP (P-62m),31,Common non-HH Prototype
252,DyCoNi,0.001,0.483216466,[Laves(cub)#MgCu2],31,Other non-HH Prototype
263,ErSnGe,0.001,0.397925392,[ZrSi2],22,Other non-HH Prototype
1516,ErRhGa,0.001,0.224439374,MgSrSi (Pnma),26,Common non-HH Prototype
965,NbNiSi,0.001,0.364479068,MgSrSi (Pnma),19,Common non-HH Prototype
1319,ZrCrNi,0.001,0.552987117,[MgZn2],20,Other non-HH Prototype
1294,CeRhSn,0.001,0.211303409,MoNiP (P-62m),16,Common non-HH Prototype
1013,HoMnGe,0.001,0.363738752,MgSrSi (Pnma),24,Common non-HH Prototype
1173,NdNiGe,0.001,0.23882864,MgSrSi (Pnma),20,Common non-HH Prototype
1017,TaFeSi,0.001,0.276862402,MgSrSi (Pnma),17,Common non-HH Prototype
957,CaPtAl,0.001,0.322260884,MgSrSi (Pnma),21,Common non-HH Prototype
854,NbRuSi,0.001,0.361723438,[TiFeSi],17,Other non-HH Prototype
917,EuMgPd,0.001,0.172622799,MgSrSi (Pnma),33,Common non-HH Prototype
771,ZrRhSi,0.001,0.377834167,MgSrSi (Pnma),17,Common non-HH Prototype
1010,DyZnAl,0.001,0.1341751,AsHgK (P63/mmc),27,Common non-HH Prototype
1553,HfCoGe,0.001,0.160655753,MgSrSi (Pnma),17,Common non-HH Prototype
843,LuRhGe,0.001,0.283487479,MgSrSi (Pnma),16,Common non-HH Prototype
1034,HfFeSi,0.001,0.482597863,MgSrSi (Pnma),16,Common non-HH Prototype
1560,TaCoB,0.001,0.429473185,[NbCoB],17,Other non-HH Prototype
1038,TmAgGe,0.001,0.154416551,MoNiP (P-62m),30,Common non-HH Prototype
624,ErIrGa,0.001,0.240845046,MgSrSi (Pnma),26,Common non-HH Prototype
582,YbPdSi,0.001,0.384008254,[YPdSi],36,Other non-HH Prototype
761,SmNiGe,0.001,0.219802097,MgSrSi (Pnma),22,Common non-HH Prototype
1151,MgYPt,0.001,0.137435241,MoNiP (P-62m),21,Common non-HH Prototype
1385,HoCoSi,0.001,0.424893772,MgSrSi (Pnma),26,Common non-HH Prototype
1196,LaPdIn,0.001,0.170364684,MoNiP (P-62m),22,Common non-HH Prototype
1487,LaRhGa,0.001,0.223459947,MgSrSi (Pnma),15,Common non-HH Prototype
1488,TbRhGa,0.001,0.236499963,MgSrSi (Pnma),23,Common non-HH Prototype
1387,GdRhGa,0.001,0.238241418,MgSrSi (Pnma),15,Common non-HH Prototype
901,LaRhAl,0.001,0.295309512,[LaNiAl],15,Other non-HH Prototype
620,PrRhIn,0.001,0.164950736,MoNiP (P-62m),17,Common non-HH Prototype
877,CePtCd,0.001,0.114229374,MoNiP (P-62m),25,Common non-HH Prototype
758,CeGdSi,0.001,0.13072308,phase_separating,10,Phase Separating
1275,GdAgSi,0.001,0.18723436,MoNiP (P-62m),18,Common non-HH Prototype
1407,SmRhGe,0.001,0.330535547,MgSrSi (Pnma),21,Common non-HH Prototype
1504,ErMnGe,0.001,0.357894315,MgSrSi (Pnma),25,Common non-HH Prototype
596,ErRhIn,0.001,0.130974429,MoNiP (P-62m),26,Common non-HH Prototype
588,CaPtGe,0.001,0.322282602,MgSrSi (Pnma),22,Common non-HH Prototype
1286,TbRuGe,0.001,0.409897368,MgSrSi (Pnma),23,Common non-HH Prototype
1298,HfTaSi,0.001,0.573325325,[MgZn2],13,Other non-HH Prototype
528,CeIrSn,0.001,0.233206303,MoNiP (P-62m),16,Common non-HH Prototype
1570,YAlGe,0.001,0.44078171,[YAlGe],10,Other non-HH Prototype
422,HoOsGe,0.001,0.506906667,phase_separating,25,Phase Separating
1048,SmPtIn,0.001,0.151535814,MoNiP (P-62m),21,Common non-HH Prototype
801,TmCoGe,0.001,0.31118803,MgSrSi (Pnma),28,Common non-HH Prototype
934,NdNiIn,0.001,0.14959691,MoNiP (P-62m),19,Common non-HH Prototype
1115,ZrCrAl,0.001,0.723389781,[MgZn2],13,Other non-HH Prototype
1427,DyCoSi,0.001,0.434366532,MgSrSi (Pnma),25,Common non-HH Prototype
426,TbAgGe,0.001,0.154171653,MoNiP (P-62m),26,Common non-HH Prototype
1632,ErIrIn,0.001,0.114988161,MoNiP (P-62m),26,Common non-HH Prototype
1308,PrNiGe,0.001,0.227648838,MgSrSi (Pnma),19,Common non-HH Prototype
1434,LuRhAl,0.001,0.259657883,MgSrSi (Pnma),15,Common non-HH Prototype
1094,YMoB,0.001,0.716754156,phase_separating,12,Phase Separating
817,ScReSi,0.001,0.533798149,phase_separating,14,Phase Separating
401,DyRhZn,0.001,0.215339039,MgSrSi (Pnma),33,Common non-HH Prototype
1099,PrCuAl,0.001,0.172758113,MoNiP (P-62m),19,Common non-HH Prototype
1648,SmZnSn,0.001,0.182064085,[YPtAs],24,Other non-HH Prototype
446,SmZnGa,0.001,0.159375223,AsHgK (P63/mmc),23,Common non-HH Prototype
1340,LaIrGa,0.001,0.257885994,MgSrSi (Pnma),15,Common non-HH Prototype
447,SmAgSi,0.001,0.180091884,MoNiP (P-62m),23,Common non-HH Prototype
949,HoRhIn,0.001,0.135484059,MoNiP (P-62m),25,Common non-HH Prototype
955,HfCoAl,0.001,0.295738039,[MgZn2],16,Other non-HH Prototype
918,CeMnSi,0.001,0.447865625,[PbClF],14,Other non-HH Prototype
1357,NdPtIn,0.001,0.160416908,MoNiP (P-62m),19,Common non-HH Prototype
670,ZrVSi,0.001,0.624666693,[UP2#UAs2],13,Other non-HH Prototype
495,CeRhIn,0.001,0.168173698,MoNiP (P-62m),15,Common non-HH Prototype
1056,SmFeCo,0.001,0.450838861,[Laves(cub)#MgCu2],25,Other non-HH Prototype
490,NdPdZn,0.001,0.190857345,MoNiP (P-62m),34,Common non-HH Prototype
737,CeRhGe,0.001,0.348448843,MgSrSi (Pnma),16,Common non-HH Prototype
488,HoCuAl,0.001,0.211194712,MoNiP (P-62m),27,Common non-HH Prototype
459,SmAlSi,0.001,0.455548582,[LaPtSi],15,Other non-HH Prototype
1057,HoRhAl,0.001,0.276822312,MgSrSi (Pnma),25,Common non-HH Prototype
926,SmZnSi,0.001,0.352322123,[AlB2],24,Other non-HH Prototype
1845,DyIrGe,0,0.339999014,MgSrSi (Pnma),25,Common non-HH Prototype
919,YRuSi,0,0.566605973,MgSrSi (Pnma),15,Common non-HH Prototype
1258,LaCoSi,0,0.477885683,[PbClF],16,Other non-HH Prototype
137,GdPtAl,0,0.29646935,MgSrSi (Pnma),16,Common non-HH Prototype
